"","X","seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_name","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","tag"
"155",156,"V",6431333,6433496,2164,"-","WormBase","gene",NA,NA,"WBGene00001513",1,"gad-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"156",157,"V",6450870,6453119,2250,"+","WormBase","gene",NA,NA,"WBGene00020264",1,"acl-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"157",158,"V",6465065,6487883,22819,"+","WormBase","gene",NA,NA,"WBGene00006815",1,"unc-83","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"158",159,"V",6488203,6489120,918,"-","WormBase","gene",NA,NA,"WBGene00002273",1,"lec-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"159",160,"V",6490086,6493921,3836,"-","WormBase","gene",NA,NA,"WBGene00020911",1,"cpt-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"160",161,"V",6497108,6498484,1377,"+","WormBase","gene",NA,NA,"WBGene00020910",1,"dgtr-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"161",162,"V",6499224,6502428,3205,"+","WormBase","gene",NA,NA,"WBGene00020909",1,"W01A11.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"162",163,"V",6502368,6504181,1814,"-","WormBase","gene",NA,NA,"WBGene00003385",1,"moc-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"163",164,"V",6504540,6505389,850,"-","WormBase","gene",NA,NA,"WBGene00020912",1,"W01A11.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"164",165,"V",6511583,6515240,3658,"-","WormBase","gene",NA,NA,"WBGene00001073",1,"dpy-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"165",166,"V",6515283,6516526,1244,"-","WormBase","gene",NA,NA,"WBGene00018491",1,"mdh-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"166",167,"V",6524989,6532089,7101,"+","WormBase","gene",NA,NA,"WBGene00018488",1,"acs-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"167",168,"V",6532071,6533060,990,"-","WormBase","gene",NA,NA,"WBGene00018492",1,"hpo-26","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"168",169,"V",6533614,6546500,12887,"-","WormBase","gene",NA,NA,"WBGene00001089",1,"dre-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"169",170,"V",6550171,6552186,2016,"+","WormBase","gene",NA,NA,"WBGene00019376",1,"lipl-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"170",171,"V",6582062,6587446,5385,"+","WormBase","gene",NA,NA,"WBGene00022845",1,"ZK1055.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"171",172,"V",6606433,6611158,4726,"-","WormBase","gene",NA,NA,"WBGene00002148",1,"gon-14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"172",173,"V",6614674,6615851,1178,"+","WormBase","gene",NA,NA,"WBGene00000784",1,"cpr-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"173",174,"V",6624701,6626344,1644,"-","WormBase","gene",NA,NA,"WBGene00004092",1,"ppt-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"174",175,"V",6633225,6639665,6441,"+","WormBase","gene",NA,NA,"WBGene00004740",1,"scd-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"175",176,"V",6662191,6665813,3623,"-","WormBase","gene",NA,NA,"WBGene00004062",1,"pmp-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"176",177,"V",6685807,6688492,2686,"-","WormBase","gene",NA,NA,"WBGene00019655",1,"K11G9.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"177",178,"V",6695177,6697652,2476,"-","WormBase","gene",NA,NA,"WBGene00020947",1,"W02F12.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"178",180,"V",6707056,6709101,2046,"-","WormBase","gene",NA,NA,"WBGene00020950",1,"dlst-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"179",181,"V",6727522,6730229,2708,"+","WormBase","gene",NA,NA,"WBGene00022623",1,"ZC487.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"180",182,"V",6730216,6731694,1479,"-","WormBase","gene",NA,NA,"WBGene00001718",1,"grl-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"181",183,"V",6731831,6733095,1265,"-","WormBase","gene",NA,NA,"WBGene00001717",1,"grl-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"182",184,"V",6758135,6760418,2284,"+","WormBase","gene",NA,NA,"WBGene00000936",1,"dbl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"183",185,"V",6762467,6765072,2606,"-","WormBase","gene",NA,NA,"WBGene00000244",1,"bbs-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"184",186,"V",6785451,6787864,2414,"+","WormBase","gene",NA,NA,"WBGene00004975",1,"spe-39","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"185",187,"V",6788438,6792665,4228,"-","WormBase","gene",NA,NA,"WBGene00022603",1,"gck-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"186",188,"V",6839289,6840256,968,"+","WormBase","gene",NA,NA,"WBGene00020517",1,"hpo-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"187",189,"V",6840217,6846607,6391,"-","WormBase","gene",NA,NA,"WBGene00020528",1,"lgc-54","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"188",190,"V",6852521,6854811,2291,"-","WormBase","gene",NA,NA,"WBGene00001672",1,"gpa-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"189",191,"V",6881338,6891839,10502,"+","WormBase","gene",NA,NA,"WBGene00006803",1,"unc-70","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"190",192,"V",6931475,6934312,2838,"-","WormBase","gene",NA,NA,"WBGene00021963",1,"lipl-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"191",193,"V",6956537,6966425,9889,"+","WormBase","gene",NA,NA,"WBGene00003165",1,"mec-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"192",194,"V",7018838,7021872,3035,"-","WormBase","gene",NA,NA,"WBGene00017616",1,"F20A1.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"193",195,"V",7028258,7036575,8318,"-","WormBase","gene",NA,NA,"WBGene00006666",1,"twk-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"194",196,"V",7059663,7060470,808,"-","WormBase","gene",NA,NA,"WBGene00021959",1,"Y57E12AL.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"195",197,"V",7063697,7065326,1630,"-","WormBase","gene",NA,NA,"WBGene00044612",1,"Y57E12AR.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"196",198,"V",7085956,7088854,2899,"+","WormBase","gene",NA,NA,"WBGene00020908",1,"VC5.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"197",199,"V",7103547,7114439,10893,"+","WormBase","gene",NA,NA,"WBGene00003849",1,"odr-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"198",200,"V",7175501,7178795,3295,"+","WormBase","gene",NA,NA,"WBGene00017314",1,"lgc-39","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"199",201,"V",7179172,7182858,3687,"+","WormBase","gene",NA,NA,"WBGene00017313",1,"cpsf-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"200",202,"V",7184849,7188552,3704,"+","WormBase","gene",NA,NA,"WBGene00017312",1,"pitr-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"201",203,"V",7193766,7196137,2372,"-","WormBase","gene",NA,NA,"WBGene00017317",1,"attf-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"202",204,"V",7200232,7205635,5404,"+","WormBase","gene",NA,NA,"WBGene00017310",1,"F09G2.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"203",205,"V",7221469,7222156,688,"+","WormBase","gene",NA,NA,"WBGene00015742",1,"kxd-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"204",206,"V",7222054,7223252,1199,"-","WormBase","gene",NA,NA,"WBGene00015746",1,"C13F10.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"205",207,"V",7225223,7226320,1098,"+","WormBase","gene",NA,NA,"WBGene00001428",1,"fkb-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"206",208,"V",7239771,7241366,1596,"+","WormBase","gene",NA,NA,"WBGene00015460",1,"C05C8.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"207",209,"V",7588530,7590554,2025,"-","WormBase","gene",NA,NA,"WBGene00016817",1,"C50E3.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"208",210,"V",7760474,7761633,1160,"+","WormBase","gene",NA,NA,"WBGene00016150",1,"hint-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"209",211,"V",7771261,7773269,2009,"+","WormBase","gene",NA,NA,"WBGene00016149",1,"frpr-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"210",212,"V",7774545,7775759,1215,"+","WormBase","gene",NA,NA,"WBGene00001719",1,"grl-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"211",213,"V",7776578,7777225,648,"+","WormBase","gene",NA,NA,"WBGene00004499",1,"rps-30","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"212",214,"V",7785417,7787712,2296,"+","WormBase","gene",NA,NA,"WBGene00016146",1,"C26F1.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"213",215,"V",7805064,7814656,9593,"+","WormBase","gene",NA,NA,"WBGene00002078",1,"xpo-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"214",216,"V",7838588,7839585,998,"-","WormBase","gene",NA,NA,"WBGene00016504",1,"C37C3.12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"215",217,"V",7844343,7847171,2829,"-","WormBase","gene",NA,NA,"WBGene00016500",1,"memo-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"216",218,"V",7855944,7857948,2005,"+","WormBase","gene",NA,NA,"WBGene00016496",1,"C37C3.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"217",219,"V",7860736,7861892,1157,"-","WormBase","gene",NA,NA,"WBGene00235308",1,"C37C3.17","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"218",220,"V",7863453,7864763,1311,"-","WormBase","gene",NA,NA,"WBGene00016503",1,"C37C3.11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"219",221,"V",7868461,7870807,2347,"-","WormBase","gene",NA,NA,"WBGene00077712",1,"nipi-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"220",222,"V",7878914,7881398,2485,"+","WormBase","gene",NA,NA,"WBGene00018217",1,"F40A3.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"221",223,"V",7891530,7895518,3989,"+","WormBase","gene",NA,NA,"WBGene00018216",1,"F40A3.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"222",224,"V",7892118,7893862,1745,"-","WormBase","gene",NA,NA,"WBGene00018221",1,"F40A3.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"223",225,"V",7895511,7899861,4351,"-","WormBase","gene",NA,NA,"WBGene00018222",1,"F40A3.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"224",226,"V",7959270,7960958,1689,"+","WormBase","gene",NA,NA,"WBGene00017819",1,"F26D11.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"225",227,"V",7961210,7969207,7998,"-","WormBase","gene",NA,NA,"WBGene00000488",1,"che-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"226",228,"V",7973078,7977776,4699,"-","WormBase","gene",NA,NA,"WBGene00002632",1,"let-413","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"227",229,"V",7982657,7983431,775,"-","WormBase","gene",NA,NA,"WBGene00022394",1,"natb-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"228",230,"V",7983879,7985954,2076,"+","WormBase","gene",NA,NA,"WBGene00022393",1,"abhd-12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"229",231,"V",8017207,8021715,4509,"+","WormBase","gene",NA,NA,"WBGene00018398",1,"sptl-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"230",232,"V",8023195,8024940,1746,"-","WormBase","gene",NA,NA,"WBGene00018399",1,"F43H9.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"231",233,"V",8026708,8028789,2082,"+","WormBase","gene",NA,NA,"WBGene00018400",1,"F43H9.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"232",234,"V",8031411,8035025,3615,"+","WormBase","gene",NA,NA,"WBGene00006935",1,"vars-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"233",235,"V",8054430,8057669,3240,"+","WormBase","gene",NA,NA,"WBGene00022627",1,"ZC513.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"234",236,"V",8143905,8145649,1745,"+","WormBase","gene",NA,NA,"WBGene00017015",1,"D1014.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"235",237,"V",8157746,8159872,2127,"+","WormBase","gene",NA,NA,"WBGene00006309",1,"sul-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"236",238,"V",8161957,8165448,3492,"+","WormBase","gene",NA,NA,"WBGene00017635",1,"F20D6.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"237",239,"V",8192060,8195939,3880,"-","WormBase","gene",NA,NA,"WBGene00017639",1,"F20D6.10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"238",240,"V",8196774,8199094,2321,"-","WormBase","gene",NA,NA,"WBGene00017640",1,"F20D6.11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"239",241,"V",8203332,8205986,2655,"+","WormBase","gene",NA,NA,"WBGene00019477",1,"cest-17","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"240",242,"V",8207235,8207997,763,"+","WormBase","gene",NA,NA,"WBGene00019476",1,"timp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"241",243,"V",8207926,8213968,6043,"-","WormBase","gene",NA,NA,"WBGene00019479",1,"K07C11.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"242",244,"V",8224934,8226116,1183,"+","WormBase","gene",NA,NA,"WBGene00003937",1,"pax-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"243",245,"V",8248111,8250308,2198,"-","WormBase","gene",NA,NA,"WBGene00015861",1,"C16D9.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"244",246,"V",8259316,8261315,2000,"+","WormBase","gene",NA,NA,"WBGene00015857",1,"C16D9.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"245",247,"V",8282376,8284900,2525,"-","WormBase","gene",NA,NA,"WBGene00017681",1,"slc-17.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"246",248,"V",8293754,8295966,2213,"-","WormBase","gene",NA,NA,"WBGene00020939",1,"W02D7.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"247",249,"V",8301490,8302580,1091,"-","WormBase","gene",NA,NA,"WBGene00004766",1,"sel-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"248",250,"V",8334660,8340756,6097,"+","WormBase","gene",NA,NA,"WBGene00006582",1,"tmd-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"249",251,"V",8355988,8358185,2198,"+","WormBase","gene",NA,NA,"WBGene00003395",1,"mom-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"250",252,"V",8358203,8359163,961,"-","WormBase","gene",NA,NA,"WBGene00018181",1,"mpdu-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"251",253,"V",8371005,8374034,3030,"+","WormBase","gene",NA,NA,"WBGene00001664",1,"gpa-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"252",254,"V",8379506,8383668,4163,"+","WormBase","gene",NA,NA,"WBGene00018694",1,"F52E1.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"253",255,"V",8383922,8384871,950,"+","WormBase","gene",NA,NA,"WBGene00044696",1,"F52E1.14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"254",256,"V",8384799,8385929,1131,"-","WormBase","gene",NA,NA,"WBGene00002021",1,"hsp-17","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"255",257,"V",8398141,8402669,4529,"-","WormBase","gene",NA,NA,"WBGene00018697",1,"F52E1.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"256",258,"V",8415648,8444806,29159,"-","WormBase","gene",NA,NA,"WBGene00018700",1,"lmd-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"257",259,"V",8457616,8460419,2804,"-","WormBase","gene",NA,NA,"WBGene00020721",1,"T23B12.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"258",260,"V",8461113,8462120,1008,"-","WormBase","gene",NA,NA,"WBGene00001040",1,"dnj-22","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"259",261,"V",8467265,8468943,1679,"+","WormBase","gene",NA,NA,"WBGene00020717",1,"mrpl-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"260",262,"V",8469040,8470072,1033,"+","WormBase","gene",NA,NA,"WBGene00020716",1,"phf-30","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"261",263,"V",8470013,8471242,1230,"-","WormBase","gene",NA,NA,"WBGene00020722",1,"T23B12.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"262",264,"V",8494889,8502442,7554,"+","WormBase","gene",NA,NA,"WBGene00004256",1,"pxn-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"263",265,"V",8513573,8518872,5300,"-","WormBase","gene",NA,NA,"WBGene00018482",1,"F45F2.10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"264",266,"V",8518934,8520896,1963,"-","WormBase","gene",NA,NA,"WBGene00018483",1,"F45F2.11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"265",267,"V",8539727,8545581,5855,"-","WormBase","gene",NA,NA,"WBGene00017798",1,"slc-17.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"266",268,"V",8552695,8555383,2689,"+","WormBase","gene",NA,NA,"WBGene00000054",1,"acr-15","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"267",269,"V",8561216,8564345,3130,"+","WormBase","gene",NA,NA,"WBGene00000055",1,"acr-16","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"268",270,"V",8565275,8570000,4726,"-","WormBase","gene",NA,NA,"WBGene00017800",1,"F25G6.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"269",271,"V",8570311,8581745,11435,"+","WormBase","gene",NA,NA,"WBGene00017797",1,"symk-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"270",272,"V",8583551,8588179,4629,"-","WormBase","gene",NA,NA,"WBGene00015671",1,"C10B5.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"271",273,"V",8594914,8597469,2556,"+","WormBase","gene",NA,NA,"WBGene00007055",1,"tag-196","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"272",274,"V",8597497,8599292,1796,"-","WormBase","gene",NA,NA,"WBGene00018288",1,"F41E6.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"273",275,"V",8605088,8606128,1041,"-","WormBase","gene",NA,NA,"WBGene00018290",1,"vps-60","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"274",276,"V",8626900,8629129,2230,"-","WormBase","gene",NA,NA,"WBGene00018293",1,"F41E6.12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"275",277,"V",8635820,8637007,1188,"-","WormBase","gene",NA,NA,"WBGene00001721",1,"grl-12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"276",278,"V",8666065,8671680,5616,"+","WormBase","gene",NA,NA,"WBGene00022538",1,"ZC190.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"277",279,"V",8716495,8720516,4022,"+","WormBase","gene",NA,NA,"WBGene00001616",1,"glr-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"278",280,"V",8774332,8776630,2299,"+","WormBase","gene",NA,NA,"WBGene00015219",1,"B0507.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"279",281,"V",8776570,8779318,2749,"+","WormBase","gene",NA,NA,"WBGene00015218",1,"B0507.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"280",282,"V",8786545,8792781,6237,"+","WormBase","gene",NA,NA,"WBGene00006342",1,"sup-37","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"281",283,"V",8792760,8801028,8269,"-","WormBase","gene",NA,NA,"WBGene00006467",1,"magu-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"282",284,"V",8909704,8914040,4337,"-","WormBase","gene",NA,NA,"WBGene00003386",1,"mod-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"283",285,"V",8923088,8923896,809,"+","WormBase","gene",NA,NA,"WBGene00019203",1,"ttr-47","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"284",286,"V",8923845,8928978,5134,"-","WormBase","gene",NA,NA,"WBGene00019204",1,"H14N18.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"285",287,"V",8936359,8939684,3326,"+","WormBase","gene",NA,NA,"WBGene00006760",1,"unc-23","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"286",288,"V",8939592,8944063,4472,"-","WormBase","gene",NA,NA,"WBGene00020554",1,"T19A5.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"287",289,"V",8947799,8956296,8498,"+","WormBase","gene",NA,NA,"WBGene00001526",1,"gck-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"288",290,"V",8957045,8961935,4891,"+","WormBase","gene",NA,NA,"WBGene00020553",1,"ttc-17","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"289",291,"V",8991789,8993173,1385,"+","WormBase","gene",NA,NA,"WBGene00019112",1,"F59E11.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"290",293,"V",9060475,9062441,1967,"-","WormBase","gene",NA,NA,"WBGene00016101",1,"C25E10.12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"291",294,"V",9067978,9068390,413,"+","WormBase","gene",NA,NA,"WBGene00020862",1,"fip-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"292",295,"V",9096267,9097220,954,"+","WormBase","gene",NA,NA,"WBGene00017659",1,"F21C10.10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"293",296,"V",9112767,9122189,9423,"+","WormBase","gene",NA,NA,"WBGene00017657",1,"F21C10.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"294",297,"V",9165815,9168189,2375,"-","WormBase","gene",NA,NA,"WBGene00044582",1,"B0222.11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"295",298,"V",9175789,9177997,2209,"+","WormBase","gene",NA,NA,"WBGene00016045",1,"spas-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"296",299,"V",9177949,9181719,3771,"-","WormBase","gene",NA,NA,"WBGene00004216",1,"ptr-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"297",300,"V",9195817,9197326,1510,"-","WormBase","gene",NA,NA,"WBGene00016046",1,"C24B5.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"298",301,"V",9203077,9204734,1658,"+","WormBase","gene",NA,NA,"WBGene00000215",1,"asp-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"299",302,"V",9204661,9207477,2817,"-","WormBase","gene",NA,NA,"WBGene00002132",1,"inx-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"300",303,"V",9213754,9217258,3505,"-","WormBase","gene",NA,NA,"WBGene00044077",1,"pacs-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"301",304,"V",9221866,9224354,2489,"+","WormBase","gene",NA,NA,"WBGene00001695",1,"grd-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"302",305,"V",9226094,9227625,1532,"+","WormBase","gene",NA,NA,"WBGene00017193",1,"F07C3.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"303",306,"V",9227497,9232396,4900,"-","WormBase","gene",NA,NA,"WBGene00017194",1,"F07C3.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"304",307,"V",9234610,9243221,8612,"-","WormBase","gene",NA,NA,"WBGene00017195",1,"glo-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"305",308,"V",9263800,9266499,2700,"-","WormBase","gene",NA,NA,"WBGene00022788",1,"slc-17.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"306",309,"V",9280512,9282210,1699,"-","WormBase","gene",NA,NA,"WBGene00001954",1,"hlh-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"307",310,"V",9290552,9292165,1614,"-","WormBase","gene",NA,NA,"WBGene00022790",1,"ZK682.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"308",311,"V",9297632,9302496,4865,"+","WormBase","gene",NA,NA,"WBGene00018405",1,"F44A2.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"309",312,"V",9305416,9310926,5511,"+","WormBase","gene",NA,NA,"WBGene00018403",1,"F44A2.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"310",313,"V",9327141,9333631,6491,"-","WormBase","gene",NA,NA,"WBGene00019465",1,"acl-14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
