,seq_id,seqnames,type,start,end,width,strand,gene_id,gene_biotype,Orthogroup
303,elegans_X,X,gene,3412876,3414710,1835,-,WBGene00000990,protein_coding,OG0009310
304,elegans_IV,IV,gene,8691745,8696564,4820,+,WBGene00000994,protein_coding,OG0008939
305,elegans_IV,IV,gene,7551560,7553008,1449,-,WBGene00000996,protein_coding,OG0007885
306,elegans_IV,IV,gene,10097202,10106523,9322,+,WBGene00001001,protein_coding,OG0008042
307,elegans_III,III,gene,10245056,10248559,3504,-,WBGene00001002,protein_coding,OG0006214
308,elegans_III,III,gene,6462963,6463779,817,-,WBGene00001005,protein_coding,OG0010018
309,elegans_IV,IV,gene,13096982,13098792,1811,-,WBGene00001007,protein_coding,OG0009578
310,elegans_I,I,gene,12565800,12572801,7002,-,WBGene00001008,protein_coding,OG0006100
311,elegans_III,III,gene,5924394,5925756,1363,-,WBGene00001018,protein_coding,OG0008756
312,elegans_V,V,gene,15068678,15069507,830,+,WBGene00001021,protein_coding,OG0007028
313,elegans_II,II,gene,6594382,6598080,3699,-,WBGene00001026,protein_coding,OG0006905
314,elegans_IV,IV,gene,6585871,6588186,2316,+,WBGene00001029,protein_coding,OG0006009
315,elegans_I,I,gene,14756904,14758790,1887,+,WBGene00001030,protein_coding,OG0007832
316,elegans_X,X,gene,4709741,4711748,2008,-,WBGene00001032,protein_coding,OG0006327
317,elegans_III,III,gene,4698119,4699380,1262,+,WBGene00001036,protein_coding,OG0008379
318,elegans_V,V,gene,5503033,5504857,1825,-,WBGene00001037,protein_coding,OG0006027
319,elegans_II,II,gene,9617469,9624176,6708,-,WBGene00001038,protein_coding,OG0010284
320,elegans_I,I,gene,5676827,5677646,820,+,WBGene00001039,protein_coding,OG0008038
321,elegans_V,V,gene,8461113,8462120,1008,-,WBGene00001040,protein_coding,OG0009250
322,elegans_II,II,gene,9107382,9108600,1219,-,WBGene00001041,protein_coding,OG0006732
323,elegans_III,III,gene,5415583,5424083,8501,-,WBGene00001042,protein_coding,OG0006191
324,elegans_V,V,gene,20729948,20744346,14399,-,WBGene00001043,protein_coding,OG0005707
325,elegans_V,V,gene,15471329,15476124,4796,+,WBGene00001054,protein_coding,OG0007329
326,elegans_I,I,gene,6838354,6843343,4990,+,WBGene00001056,protein_coding,OG0006778
327,elegans_IV,IV,gene,4802702,4806586,3885,-,WBGene00001058,protein_coding,OG0007467
328,elegans_II,II,gene,9169910,9172565,2656,+,WBGene00001061,protein_coding,OG0007972
329,elegans_X,X,gene,7536467,7537792,1326,-,WBGene00001069,protein_coding,OG0008670
330,elegans_IV,IV,gene,257403,259204,1802,-,WBGene00001071,protein_coding,OG0008032
331,elegans_V,V,gene,6511583,6515240,3658,-,WBGene00001073,protein_coding,OG0009213
332,elegans_I,I,gene,6843589,6845142,1554,+,WBGene00001075,protein_coding,OG0006779
333,elegans_III,III,gene,5107330,5108492,1163,+,WBGene00001076,protein_coding,OG0006109
334,elegans_IV,IV,gene,11696430,11700852,4423,-,WBGene00001079,protein_coding,OG0009417
335,elegans_III,III,gene,10763131,10777076,13946,+,WBGene00001087,protein_coding,OG0006252
336,elegans_V,V,gene,6533614,6546500,12887,-,WBGene00001089,protein_coding,OG0009209
337,elegans_IV,IV,gene,6607376,6613353,5978,-,WBGene00001090,protein_coding,OG0005818
338,elegans_IV,IV,gene,315056,320544,5489,-,WBGene00001099,protein_coding,OG0007871
339,elegans_X,X,gene,14049535,14063930,14396,+,WBGene00001116,protein_coding,OG0007759
340,elegans_X,X,gene,9698659,9701732,3074,+,WBGene00001123,protein_coding,OG0010257
341,elegans_IV,IV,gene,8852494,8862246,9753,+,WBGene00001132,protein_coding,OG0009825
342,elegans_II,II,gene,14166878,14171658,4781,-,WBGene00001133,protein_coding,OG0005965
343,elegans_I,I,gene,7308643,7311915,3273,-,WBGene00001136,protein_coding,OG0005284
344,elegans_V,V,gene,13126414,13129995,3582,-,WBGene00001137,protein_coding,OG0006051
345,elegans_I,I,gene,9722716,9726284,3569,+,WBGene00001145,protein_coding,OG0005919
346,elegans_X,X,gene,15510011,15524030,14020,+,WBGene00001148,protein_coding,OG0008307
347,elegans_IV,IV,gene,11854993,11856351,1359,-,WBGene00001151,protein_coding,OG0009873
348,elegans_II,II,gene,10821031,10822391,1361,+,WBGene00001153,protein_coding,OG0010166
349,elegans_I,I,gene,14367616,14369773,2158,-,WBGene00001156,protein_coding,OG0005888
350,elegans_IV,IV,gene,559234,568147,8914,+,WBGene00001165,protein_coding,OG0009665
351,elegans_V,V,gene,1289373,1299332,9960,-,WBGene00001171,protein_coding,OG0006085
352,elegans_V,V,gene,10169177,10173753,4577,-,WBGene00001172,protein_coding,OG0007097
353,elegans_IV,IV,gene,1848071,1880596,32526,+,WBGene00001173,protein_coding,OG0009863
354,elegans_III,III,gene,7814374,7817141,2768,+,WBGene00001174,protein_coding,OG0008736
355,elegans_X,X,gene,5931122,5934532,3411,+,WBGene00001175,protein_coding,OG0008555
356,elegans_V,V,gene,10468517,10476915,8399,+,WBGene00001178,protein_coding,OG0006972
357,elegans_V,V,gene,12453290,12463008,9719,-,WBGene00001179,protein_coding,OG0007245
358,elegans_X,X,gene,11016400,11023421,7022,+,WBGene00001184,protein_coding,OG0006516
359,elegans_X,X,gene,489685,492318,2634,+,WBGene00001185,protein_coding,OG0007724
360,elegans_IV,IV,gene,9812357,9815532,3176,-,WBGene00001188,protein_coding,OG0010091
361,elegans_IV,IV,gene,10478442,10481844,3403,-,WBGene00001189,protein_coding,OG0009779
362,elegans_II,II,gene,69654,71279,1626,+,WBGene00001193,protein_coding,OG0006731
363,elegans_I,I,gene,1835661,1841965,6305,+,WBGene00001196,protein_coding,OG0008720
364,elegans_II,II,gene,9955185,9963020,7836,+,WBGene00001207,protein_coding,OG0005431
365,elegans_III,III,gene,7824377,7828626,4250,-,WBGene00001209,protein_coding,OG0008735
366,elegans_II,II,gene,5820712,5823862,3151,+,WBGene00001224,protein_coding,OG0005652
367,elegans_II,II,gene,14795404,14798235,2832,+,WBGene00001225,protein_coding,OG0007540
368,elegans_I,I,gene,10640465,10642281,1817,-,WBGene00001228,protein_coding,OG0008712
369,elegans_I,I,gene,4444719,4446613,1895,+,WBGene00001231,protein_coding,OG0005408
370,elegans_I,I,gene,12968946,12970272,1327,+,WBGene00001234,protein_coding,OG0007791
371,elegans_III,III,gene,11718834,11719450,617,-,WBGene00001235,protein_coding,OG0005459
372,elegans_IV,IV,gene,9526366,9528336,1971,+,WBGene00001239,protein_coding,OG0009993
373,elegans_III,III,gene,9332269,9334274,2006,-,WBGene00001242,protein_coding,OG0008789
374,elegans_IV,IV,gene,5374616,5377117,2502,-,WBGene00001243,protein_coding,OG0009462
375,elegans_II,II,gene,14959526,14964108,4583,-,WBGene00001247,protein_coding,OG0010344
376,elegans_V,V,gene,20764971,20770161,5191,-,WBGene00001248,protein_coding,OG0005627
377,elegans_X,X,gene,13934874,13941216,6343,+,WBGene00001251,protein_coding,OG0007669
378,elegans_III,III,gene,5196680,5199677,2998,-,WBGene00001262,protein_coding,OG0008914
379,elegans_I,I,gene,1842445,1843227,783,+,WBGene00001309,protein_coding,OG0008719
380,elegans_X,X,gene,14815798,14818514,2717,-,WBGene00001329,protein_coding,OG0008342
381,elegans_IV,IV,gene,14879484,14900653,21170,+,WBGene00001330,protein_coding,OG0008829
382,elegans_X,X,gene,10156858,10158829,1972,-,WBGene00001331,protein_coding,OG0006578
383,elegans_I,I,gene,5284026,5291604,7579,-,WBGene00001333,protein_coding,OG0005554
384,elegans_I,I,gene,14664449,14674841,10393,+,WBGene00001334,protein_coding,OG0005882
385,elegans_X,X,gene,3800033,3803464,3432,-,WBGene00001335,protein_coding,OG0009041
386,elegans_IV,IV,gene,15008503,15013183,4681,-,WBGene00001336,protein_coding,OG0009955
387,elegans_II,II,gene,162374,170631,8258,+,WBGene00001340,protein_coding,OG0006690
388,elegans_III,III,gene,4303096,4313128,10033,-,WBGene00001352,protein_coding,OG0006718
389,elegans_X,X,gene,15470663,15477409,6747,-,WBGene00001362,protein_coding,OG0008310
390,elegans_I,I,gene,14511431,14518719,7289,-,WBGene00001365,protein_coding,OG0005875
391,elegans_II,II,gene,9575971,9581535,5565,+,WBGene00001368,protein_coding,OG0005412
392,elegans_II,II,gene,14412202,14413475,1274,-,WBGene00001371,protein_coding,OG0006855
393,elegans_I,I,gene,11907525,11909280,1756,-,WBGene00001372,protein_coding,OG0008231
394,elegans_II,II,gene,6157144,6161094,3951,-,WBGene00001373,protein_coding,OG0005711
395,elegans_I,I,gene,14220693,14231360,10668,-,WBGene00001377,protein_coding,OG0007498
396,elegans_II,II,gene,319789,321110,1322,+,WBGene00001391,protein_coding,OG0006919
397,elegans_III,III,gene,842930,843802,873,+,WBGene00001392,protein_coding,OG0008433
398,elegans_IV,IV,gene,13323873,13326395,2523,+,WBGene00001394,protein_coding,OG0009593
399,elegans_IV,IV,gene,9803023,9806119,3097,+,WBGene00001395,protein_coding,OG0010093
400,elegans_V,V,gene,17725004,17726818,1815,+,WBGene00001397,protein_coding,OG0010065
401,elegans_III,III,gene,2549920,2560684,10765,+,WBGene00001410,protein_coding,OG0008371
402,elegans_IV,IV,gene,5533140,5537962,4823,-,WBGene00001411,protein_coding,OG0009471
403,elegans_III,III,gene,632019,634626,2608,-,WBGene00001412,protein_coding,OG0008104
404,elegans_V,V,gene,15000651,15002223,1573,-,WBGene00001423,protein_coding,OG0007012
405,elegans_II,II,gene,6755174,6755965,792,+,WBGene00001424,protein_coding,OG0008405
406,elegans_IV,IV,gene,11036582,11037174,593,+,WBGene00001426,protein_coding,OG0008450
407,elegans_V,V,gene,7225223,7226320,1098,+,WBGene00001428,protein_coding,OG0009488
408,elegans_V,V,gene,20846158,20847727,1570,+,WBGene00001431,protein_coding,OG0005599
409,elegans_I,I,gene,10667808,10671357,3550,+,WBGene00001432,protein_coding,OG0006768
410,elegans_X,X,gene,3740207,3742323,2117,-,WBGene00001434,protein_coding,OG0009032
411,elegans_II,II,gene,6189623,6191393,1771,-,WBGene00001440,protein_coding,OG0005715
412,elegans_X,X,gene,3816847,3826963,10117,-,WBGene00001441,protein_coding,OG0009052
413,elegans_I,I,gene,10163475,10165132,1658,-,WBGene00001442,protein_coding,OG0010326
414,elegans_IV,IV,gene,9144705,9146128,1424,+,WBGene00001444,protein_coding,OG0008946
415,elegans_X,X,gene,10094430,10095245,816,-,WBGene00001445,protein_coding,OG0007696
416,elegans_X,X,gene,8528250,8531076,2827,+,WBGene00001448,protein_coding,OG0009147
417,elegans_X,X,gene,14881419,14882267,849,+,WBGene00001451,protein_coding,OG0008341
418,elegans_IV,IV,gene,12754558,12757570,3013,-,WBGene00001452,protein_coding,OG0008465
419,elegans_IV,IV,gene,7868907,7870081,1175,+,WBGene00001453,protein_coding,OG0009712
420,elegans_X,X,gene,4677334,4678129,796,-,WBGene00001454,protein_coding,OG0006323
421,elegans_X,X,gene,4591281,4592350,1070,-,WBGene00001455,protein_coding,OG0006316
422,elegans_IV,IV,gene,7696932,7698420,1489,-,WBGene00001456,protein_coding,OG0009398
423,elegans_III,III,gene,12910510,12914783,4274,+,WBGene00001457,protein_coding,OG0005152
424,elegans_III,III,gene,13663400,13667839,4440,-,WBGene00001458,protein_coding,OG0008882
425,elegans_II,II,gene,13235306,13237417,2112,+,WBGene00001459,protein_coding,OG0005660
426,elegans_IV,IV,gene,17190204,17191891,1688,-,WBGene00001460,protein_coding,OG0008993
427,elegans_X,X,gene,3012182,3018555,6374,-,WBGene00001461,protein_coding,OG0006387
428,elegans_X,X,gene,10604686,10605831,1146,+,WBGene00001462,protein_coding,OG0006547
429,elegans_V,V,gene,13019061,13033401,14341,+,WBGene00001475,protein_coding,OG0007376
430,elegans_V,V,gene,13603276,13606701,3426,-,WBGene00001479,protein_coding,OG0007353
431,elegans_X,X,gene,2445117,2459893,14777,-,WBGene00001484,protein_coding,OG0006414
432,elegans_V,V,gene,20075916,20087735,11820,-,WBGene00001485,protein_coding,OG0005541
433,elegans_III,III,gene,5976781,5982126,5346,-,WBGene00001489,protein_coding,OG0008750
434,elegans_X,X,gene,11572505,11585126,12622,+,WBGene00001490,protein_coding,OG0006466
435,elegans_I,I,gene,5402882,5412400,9519,-,WBGene00001491,protein_coding,OG0009515
436,elegans_V,V,gene,12302484,12306974,4491,+,WBGene00001493,protein_coding,OG0007228
437,elegans_I,I,gene,6211981,6214685,2705,-,WBGene00001497,protein_coding,OG0010287
438,elegans_I,I,gene,3680180,3680927,748,-,WBGene00001501,protein_coding,OG0007336
439,elegans_II,II,gene,8754070,8759593,5524,-,WBGene00001505,protein_coding,OG0007636
440,elegans_V,V,gene,5986990,5990483,3494,-,WBGene00001508,protein_coding,OG0007033
441,elegans_II,II,gene,5833328,5836203,2876,-,WBGene00001509,protein_coding,OG0005649
442,elegans_II,II,gene,9640156,9644466,4311,-,WBGene00001510,protein_coding,OG0005395
443,elegans_II,II,gene,5500770,5503912,3143,+,WBGene00001511,protein_coding,OG0006101
444,elegans_III,III,gene,12771868,12779726,7859,-,WBGene00001512,protein_coding,OG0010003
445,elegans_V,V,gene,6431333,6433496,2164,-,WBGene00001513,protein_coding,OG0009222
446,elegans_X,X,gene,2192504,2195348,2845,+,WBGene00001515,protein_coding,OG0006394
447,elegans_X,X,gene,9472470,9516454,43985,+,WBGene00001516,protein_coding,OG0009384
448,elegans_V,V,gene,14564819,14579719,14901,-,WBGene00001519,protein_coding,OG0007089
449,elegans_II,II,gene,8485879,8487571,1693,+,WBGene00001523,protein_coding,OG0007923
450,elegans_V,V,gene,8947799,8956296,8498,+,WBGene00001526,protein_coding,OG0007128
451,elegans_II,II,gene,9035562,9038301,2740,-,WBGene00001527,protein_coding,OG0007594
452,elegans_IV,IV,gene,7928152,7933782,5631,+,WBGene00001535,protein_coding,OG0009703
453,elegans_X,X,gene,11332110,11337883,5774,-,WBGene00001536,protein_coding,OG0006484
454,elegans_II,II,gene,5312046,5319617,7572,+,WBGene00001538,protein_coding,OG0010362
455,elegans_V,V,gene,12363754,12369537,5784,-,WBGene00001539,protein_coding,OG0007256
456,elegans_IV,IV,gene,12860097,12865956,5860,+,WBGene00001543,protein_coding,OG0009568
457,elegans_IV,IV,gene,3282885,3289337,6453,-,WBGene00001548,protein_coding,OG0009659
458,elegans_IV,IV,gene,15872933,15882377,9445,+,WBGene00001549,protein_coding,OG0009000
459,elegans_V,V,gene,11995805,12001797,5993,-,WBGene00001553,protein_coding,OG0010030
460,elegans_I,I,gene,13325230,13333513,8284,+,WBGene00001555,protein_coding,OG0008237
461,elegans_X,X,gene,15479017,15485711,6695,+,WBGene00001556,protein_coding,OG0008309
462,elegans_IV,IV,gene,14790818,14792887,2070,-,WBGene00001558,protein_coding,OG0008838
463,elegans_X,X,gene,12795201,12813639,18439,-,WBGene00001560,protein_coding,OG0009035
464,elegans_III,III,gene,344306,354800,10495,-,WBGene00001561,protein_coding,OG0008157
465,elegans_V,V,gene,724332,728004,3673,-,WBGene00001564,protein_coding,OG0010055
466,elegans_I,I,gene,8962322,8966129,3808,+,WBGene00001568,protein_coding,OG0009522
467,elegans_V,V,gene,1427653,1432137,4485,-,WBGene00001578,protein_coding,OG0006079
468,elegans_IV,IV,gene,572769,583577,10809,+,WBGene00001579,protein_coding,OG0009667
469,elegans_IV,IV,gene,12404431,12408690,4260,+,WBGene00001580,protein_coding,OG0009930
470,elegans_I,I,gene,9737816,9744146,6331,+,WBGene00001582,protein_coding,OG0005921
471,elegans_IV,IV,gene,11521290,11522214,925,+,WBGene00001585,protein_coding,OG0009326
472,elegans_II,II,gene,10695013,10702555,7543,+,WBGene00001586,protein_coding,OG0010175
473,elegans_X,X,gene,6075509,6081881,6373,+,WBGene00001587,protein_coding,OG0008565
474,elegans_II,II,gene,5130381,5133472,3092,+,WBGene00001588,protein_coding,OG0007560
475,elegans_III,III,gene,2347591,2362056,14466,+,WBGene00001589,protein_coding,OG0008108
476,elegans_II,II,gene,7172204,7174943,2740,-,WBGene00001594,protein_coding,OG0010230
477,elegans_I,I,gene,6369748,6386194,16447,+,WBGene00001596,protein_coding,OG0010041
478,elegans_II,II,gene,7132643,7137522,4880,+,WBGene00001597,protein_coding,OG0010232
479,elegans_IV,IV,gene,16167781,16170678,2898,-,WBGene00001604,protein_coding,OG0007495
480,elegans_III,III,gene,8584163,8588642,4480,-,WBGene00001612,protein_coding,OG0008093
481,elegans_I,I,gene,7117808,7121545,3738,+,WBGene00001614,protein_coding,OG0005263
482,elegans_II,II,gene,7785100,7794322,9223,-,WBGene00001615,protein_coding,OG0007570
483,elegans_V,V,gene,8716495,8720516,4022,+,WBGene00001616,protein_coding,OG0010046
484,elegans_X,X,gene,6836210,6840720,4511,-,WBGene00001617,protein_coding,OG0008619
485,elegans_X,X,gene,2413909,2419877,5969,-,WBGene00001618,protein_coding,OG0006413
486,elegans_X,X,gene,6505980,6509957,3978,+,WBGene00001619,protein_coding,OG0008595
487,elegans_X,X,gene,3496026,3499169,3144,+,WBGene00001620,protein_coding,OG0009314
488,elegans_X,X,gene,6403422,6408411,4990,+,WBGene00001622,protein_coding,OG0008589
489,elegans_IV,IV,gene,7503622,7506447,2826,+,WBGene00001624,protein_coding,OG0009849
490,elegans_III,III,gene,4324280,4331228,6949,-,WBGene00001631,protein_coding,OG0006713
491,elegans_V,V,gene,1815851,1821323,5473,-,WBGene00001632,protein_coding,OG0005587
492,elegans_V,V,gene,11282572,11286039,3468,+,WBGene00001645,protein_coding,OG0006168
493,elegans_III,III,gene,5254438,5258886,4449,+,WBGene00001660,protein_coding,OG0008902
494,elegans_III,III,gene,5259023,5260512,1490,+,WBGene00001661,protein_coding,OG0008901
495,elegans_III,III,gene,5260694,5263837,3144,+,WBGene00001662,protein_coding,OG0008900
496,elegans_V,V,gene,11174433,11177677,3245,-,WBGene00001663,protein_coding,OG0007155
497,elegans_V,V,gene,8371005,8374034,3030,+,WBGene00001664,protein_coding,OG0006808
498,elegans_V,V,gene,9356581,9359774,3194,-,WBGene00001665,protein_coding,OG0007101
499,elegans_X,X,gene,13191212,13194390,3179,+,WBGene00001668,protein_coding,OG0008272
500,elegans_IV,IV,gene,10404008,10408747,4740,+,WBGene00001669,protein_coding,OG0009790
501,elegans_V,V,gene,12638666,12640484,1819,-,WBGene00001670,protein_coding,OG0009967
502,elegans_V,V,gene,6852521,6854811,2291,-,WBGene00001672,protein_coding,OG0009242
503,elegans_X,X,gene,9243557,9249107,5551,+,WBGene00001674,protein_coding,OG0009376
504,elegans_V,V,gene,12752603,12754939,2337,-,WBGene00001675,protein_coding,OG0007221
505,elegans_I,I,gene,5942390,5945651,3262,+,WBGene00001676,protein_coding,OG0005421
506,elegans_II,II,gene,11742811,11748611,5801,-,WBGene00001679,protein_coding,OG0007896
507,elegans_V,V,gene,9221866,9224354,2489,+,WBGene00001695,protein_coding,OG0007108
508,elegans_IV,IV,gene,2476686,2480316,3631,+,WBGene00001705,protein_coding,OG0008055
509,elegans_I,I,gene,1258201,1268155,9955,-,WBGene00001707,protein_coding,OG0006679
510,elegans_X,X,gene,9991248,9999208,7961,-,WBGene00001708,protein_coding,OG0007689
511,elegans_III,III,gene,676122,680658,4537,+,WBGene00001709,protein_coding,OG0008090
512,elegans_V,V,gene,12945075,12946858,1784,+,WBGene00001711,protein_coding,OG0009303
513,elegans_V,V,gene,11411511,11412894,1384,+,WBGene00001712,protein_coding,OG0005128
514,elegans_V,V,gene,4412748,4414663,1916,-,WBGene00001714,protein_coding,OG0010364
515,elegans_V,V,gene,11344828,11347012,2185,-,WBGene00001716,protein_coding,OG0005139
516,elegans_V,V,gene,6731831,6733095,1265,-,WBGene00001717,protein_coding,OG0009234
517,elegans_V,V,gene,6730216,6731694,1479,-,WBGene00001718,protein_coding,OG0009233
518,elegans_V,V,gene,7774545,7775759,1215,+,WBGene00001719,protein_coding,OG0009290
519,elegans_III,III,gene,9117349,9118364,1016,-,WBGene00001720,protein_coding,OG0008809
